hour_start_ct,LZ_HOUSTON,LZ_NORTH,LZ_SOUTH,LZ_WEST
2023-08-05T02:00:00-05:00,18.21,17.66,18.28,20.64
2023-08-05T03:00:00-05:00,16.35,15.93,16.51,18.35
2023-08-05T04:00:00-05:00,15.94,15.52,16.12,17.94
2023-08-05T05:00:00-05:00,16.13,15.7,16.3,17.73
2023-08-05T06:00:00-05:00,14.32,13.89,14.54,15.87
2023-08-05T07:00:00-05:00,14.37,14.18,14.46,15.02
2023-08-05T08:00:00-05:00,14.88,14.62,14.54,14.86
2023-08-05T09:00:00-05:00,18.59,16.04,16.59,14.46
2023-08-05T10:00:00-05:00,25.41,20.78,21.08,18.42
2023-08-05T11:00:00-05:00,32.25,23.88,26.93,22.47
2023-08-05T12:00:00-05:00,38.15,34.13,32.23,32.43
2023-08-05T13:00:00-05:00,62.83,55.66,50.87,52.13
2023-08-05T14:00:00-05:00,109.8,95.37,84.92,91.55
2023-08-05T15:00:00-05:00,133.77,120.2,113.36,114.9
2023-08-05T16:00:00-05:00,162.6,152.47,132.97,146.28
2023-08-05T17:00:00-05:00,158.71,153.8,126.22,147.86
2023-08-05T18:00:00-05:00,164.04,170.87,114.24,168.21
2023-08-05T19:00:00-05:00,272.44,294.08,155.39,296.58
2023-08-05T20:00:00-05:00,166.98,178.8,101.93,188.99
2023-08-05T21:00:00-05:00,40.7,41.07,33.07,48.26
2023-08-05T22:00:00-05:00,30.13,29.22,29.57,36.48
2023-08-05T23:00:00-05:00,26.39,25.56,26.29,30.67
2023-08-06T00:00:00-05:00,22.71,22.04,22.75,27.54
2023-08-06T01:00:00-05:00,19.93,19.69,19.99,24.61
2023-08-06T02:00:00-05:00,17.37,16.46,17.73,22.72
2023-08-06T03:00:00-05:00,16.1,15.36,16.45,20.88
2023-08-06T04:00:00-05:00,15.92,15.46,16.14,19.98
2023-08-06T05:00:00-05:00,15.85,15.64,15.85,19.0
2023-08-06T06:00:00-05:00,15.4,15.23,15.37,18.26
2023-08-06T07:00:00-05:00,15.57,15.5,15.47,16.62
2023-08-06T08:00:00-05:00,16.08,15.99,15.79,16.0
2023-08-06T09:00:00-05:00,18.81,17.69,16.84,17.47
2023-08-06T10:00:00-05:00,23.35,21.45,19.8,20.9
2023-08-06T11:00:00-05:00,30.13,27.96,25.0,27.55
2023-08-06T12:00:00-05:00,40.0,38.11,30.5,37.28
2023-08-06T13:00:00-05:00,94.95,93.56,64.56,92.44
2023-08-06T14:00:00-05:00,227.94,225.62,149.55,223.07
2023-08-06T15:00:00-05:00,553.21,564.61,408.49,562.16
2023-08-06T16:00:00-05:00,1185.99,1205.5,964.63,1204.77
2023-08-06T17:00:00-05:00,1476.37,1523.05,1149.3,1527.8
2023-08-06T18:00:00-05:00,1932.54,2005.07,1512.64,2018.5
2023-08-06T19:00:00-05:00,2480.32,2581.54,1854.62,2599.96
2023-08-06T20:00:00-05:00,1390.44,1473.18,935.75,1497.63
2023-08-06T21:00:00-05:00,108.08,115.56,68.55,126.55
2023-08-06T22:00:00-05:00,35.88,36.27,29.76,44.53
2023-08-06T23:00:00-05:00,26.69,26.27,24.86,34.47
2023-08-07T00:00:00-05:00,22.72,22.2,22.55,27.96
2023-08-07T01:00:00-05:00,20.24,19.99,20.08,23.8
2023-08-07T02:00:00-05:00,18.77,18.55,18.69,23.34
2023-08-07T03:00:00-05:00,17.94,17.84,17.85,21.02
2023-08-07T04:00:00-05:00,18.34,18.24,18.25,21.42
2023-08-07T05:00:00-05:00,19.87,19.81,19.72,22.07
2023-08-07T06:00:00-05:00,22.13,22.07,21.97,23.58
2023-08-07T07:00:00-05:00,21.93,21.9,21.68,22.74
2023-08-07T08:00:00-05:00,21.26,20.33,19.41,20.27
2023-08-07T09:00:00-05:00,26.01,22.16,19.43,21.84
2023-08-07T10:00:00-05:00,28.98,25.41,23.01,23.7
2023-08-07T11:00:00-05:00,39.81,37.97,32.27,36.28
2023-08-07T12:00:00-05:00,61.96,60.6,50.05,58.17
2023-08-07T13:00:00-05:00,173.22,171.8,137.71,171.13
2023-08-07T14:00:00-05:00,539.0,532.99,400.85,529.83
2023-08-07T15:00:00-05:00,944.63,939.23,753.9,935.26
2023-08-07T16:00:00-05:00,605.9,596.01,423.34,592.89
2023-08-07T17:00:00-05:00,445.62,442.65,307.8,441.58
2023-08-07T18:00:00-05:00,307.86,320.39,214.88,322.28
2023-08-07T19:00:00-05:00,481.61,516.09,289.47,523.26
2023-08-07T20:00:00-05:00,176.98,188.89,100.52,196.55
2023-08-07T21:00:00-05:00,48.43,50.21,36.36,55.5
2023-08-07T22:00:00-05:00,28.59,28.2,27.83,35.12
2023-08-07T23:00:00-05:00,24.05,23.29,23.8,29.33
2023-08-08T00:00:00-05:00,26.27,25.66,24.12,30.41
2023-08-08T01:00:00-05:00,24.61,24.13,21.6,28.74
2023-08-08T02:00:00-05:00,23.49,23.07,21.17,28.08
2023-08-08T03:00:00-05:00,23.43,23.03,21.7,27.62
2023-08-08T04:00:00-05:00,21.27,20.97,19.76,24.72
2023-08-08T05:00:00-05:00,21.63,21.42,20.17,24.08
2023-08-08T06:00:00-05:00,21.57,21.36,20.53,23.97
2023-08-08T07:00:00-05:00,20.06,19.95,19.2,20.98
2023-08-08T08:00:00-05:00,19.94,19.78,18.63,19.78
2023-08-08T09:00:00-05:00,21.51,20.02,17.3,19.64
2023-08-08T10:00:00-05:00,24.1,21.56,18.66,19.54
2023-08-08T11:00:00-05:00,30.59,26.4,24.6,23.88
2023-08-08T12:00:00-05:00,35.89,32.44,26.15,30.09
2023-08-08T13:00:00-05:00,60.1,55.54,36.32,53.2
2023-08-08T14:00:00-05:00,124.31,117.1,80.11,112.46
2023-08-08T15:00:00-05:00,191.15,187.83,136.14,182.57
2023-08-08T16:00:00-05:00,216.05,216.3,155.06,211.26
2023-08-08T17:00:00-05:00,201.92,207.86,133.14,202.25
2023-08-08T18:00:00-05:00,183.52,197.31,116.22,194.19
2023-08-08T19:00:00-05:00,283.36,306.49,179.5,307.36
2023-08-08T20:00:00-05:00,104.36,113.01,62.35,118.01
2023-08-08T21:00:00-05:00,36.27,36.81,29.23,41.67
2023-08-08T22:00:00-05:00,28.51,28.58,25.96,32.68
2023-08-08T23:00:00-05:00,24.59,24.25,23.33,27.97
2023-08-09T00:00:00-05:00,22.45,22.12,21.5,26.27
2023-08-09T01:00:00-05:00,20.43,20.17,19.66,24.06
2023-08-09T02:00:00-05:00,20.1,19.64,19.73,24.35
2023-08-09T03:00:00-05:00,19.28,18.64,18.96,22.96
2023-08-09T04:00:00-05:00,19.2,18.59,18.84,23.01
2023-08-09T05:00:00-05:00,19.73,18.96,19.42,24.1
2023-08-09T06:00:00-05:00,18.58,17.72,18.26,22.58
2023-08-09T07:00:00-05:00,18.4,17.85,17.86,21.85
2023-08-09T08:00:00-05:00,18.11,17.85,15.38,13.91
2023-08-09T09:00:00-05:00,20.2,17.9,13.82,8.26
2023-08-09T10:00:00-05:00,24.29,21.15,16.0,12.7
2023-08-09T11:00:00-05:00,32.74,29.5,20.26,22.37
2023-08-09T12:00:00-05:00,46.96,31.23,24.97,29.04
2023-08-09T13:00:00-05:00,76.1,65.73,38.91,62.39
2023-08-09T14:00:00-05:00,155.41,134.13,82.47,127.24
2023-08-09T15:00:00-05:00,226.84,215.39,124.32,208.47
2023-08-09T16:00:00-05:00,325.93,321.87,175.98,316.81
2023-08-09T17:00:00-05:00,356.6,362.47,199.7,359.95
2023-08-09T18:00:00-05:00,438.41,467.05,256.38,471.15
2023-08-09T19:00:00-05:00,717.23,771.93,430.57,786.02
2023-08-09T20:00:00-05:00,261.13,282.97,148.03,298.87
2023-08-09T21:00:00-05:00,52.59,54.39,35.4,65.92
2023-08-09T22:00:00-05:00,37.08,37.12,29.79,45.6
2023-08-09T23:00:00-05:00,30.03,29.75,25.66,37.05
2023-08-10T00:00:00-05:00,26.59,26.49,23.07,30.95
2023-08-10T01:00:00-05:00,24.54,24.44,21.66,28.34
2023-08-10T02:00:00-05:00,23.73,23.68,21.04,27.87
2023-08-10T03:00:00-05:00,22.1,22.05,20.17,26.36
2023-08-10T04:00:00-05:00,21.87,21.9,19.93,26.23
2023-08-10T05:00:00-05:00,22.35,22.34,20.76,26.79
2023-08-10T06:00:00-05:00,22.27,22.33,20.63,25.69
2023-08-10T07:00:00-05:00,22.32,22.43,20.62,24.59
2023-08-10T08:00:00-05:00,20.97,21.0,19.7,21.13
2023-08-10T09:00:00-05:00,22.66,22.0,18.74,21.95
2023-08-10T10:00:00-05:00,33.65,30.68,25.34,29.96
2023-08-10T11:00:00-05:00,44.85,41.85,32.42,41.19
2023-08-10T12:00:00-05:00,71.57,70.15,51.15,69.63
2023-08-10T13:00:00-05:00,197.74,193.85,113.27,191.4
2023-08-10T14:00:00-05:00,527.53,518.81,310.92,511.82
2023-08-10T15:00:00-05:00,1047.79,1047.11,712.47,1039.08
2023-08-10T16:00:00-05:00,1536.54,1558.96,1072.4,1553.22
2023-08-10T17:00:00-05:00,1660.27,1680.61,1249.06,1676.18
2023-08-10T18:00:00-05:00,1543.15,1603.66,1109.19,1609.57
2023-08-10T19:00:00-05:00,2487.26,2589.71,1842.52,2605.63
2023-08-10T20:00:00-05:00,724.63,785.18,424.17,805.78
2023-08-10T21:00:00-05:00,94.63,100.36,64.76,108.9
2023-08-10T22:00:00-05:00,35.98,35.8,30.94,43.62
2023-08-10T23:00:00-05:00,28.8,28.43,27.13,33.96
2023-08-11T00:00:00-05:00,27.24,26.43,26.48,31.21
2023-08-11T01:00:00-05:00,24.37,23.53,23.92,28.23
2023-08-11T02:00:00-05:00,20.38,19.55,20.25,24.43
2023-08-11T03:00:00-05:00,19.2,18.4,19.3,22.92
2023-08-11T04:00:00-05:00,18.89,18.27,18.93,22.05
2023-08-11T05:00:00-05:00,20.41,19.67,20.58,24.11
2023-08-11T06:00:00-05:00,20.46,19.84,20.56,23.14
2023-08-11T07:00:00-05:00,20.13,19.69,20.12,21.83
2023-08-11T08:00:00-05:00,18.5,18.11,18.1,18.39
2023-08-11T09:00:00-05:00,20.2,17.56,17.58,14.77
2023-08-11T10:00:00-05:00,23.86,19.97,19.22,18.27
2023-08-11T11:00:00-05:00,34.65,28.69,24.29,26.42
2023-08-11T12:00:00-05:00,46.51,42.26,31.1,38.44
2023-08-11T13:00:00-05:00,72.03,67.79,44.15,63.61
2023-08-11T14:00:00-05:00,206.02,194.16,126.87,183.74
2023-08-11T15:00:00-05:00,347.14,343.96,211.91,329.02
2023-08-11T16:00:00-05:00,491.82,494.21,319.8,480.58
2023-08-11T17:00:00-05:00,400.63,411.21,256.33,398.52
2023-08-11T18:00:00-05:00,376.81,410.0,239.63,407.59
2023-08-11T19:00:00-05:00,682.71,742.08,423.79,750.75
2023-08-11T20:00:00-05:00,238.8,260.33,139.05,274.51
2023-08-11T21:00:00-05:00,51.87,53.14,38.94,62.64
2023-08-11T22:00:00-05:00,32.82,32.58,29.77,40.54
2023-08-11T23:00:00-05:00,28.46,27.94,27.41,32.79
2023-08-12T00:00:00-05:00,27.2,26.66,26.92,30.16
2023-08-12T01:00:00-05:00,24.15,23.65,23.87,26.72
2023-08-12T02:00:00-05:00,19.66,19.15,19.65,22.64
2023-08-12T03:00:00-05:00,19.01,18.52,19.18,21.96
2023-08-12T04:00:00-05:00,19.16,18.71,19.37,23.24
2023-08-12T05:00:00-05:00,17.96,17.44,18.24,21.92
2023-08-12T06:00:00-05:00,17.32,16.89,17.53,20.24
2023-08-12T07:00:00-05:00,17.29,17.12,17.26,18.42
2023-08-12T08:00:00-05:00,17.33,17.21,17.04,17.39
2023-08-12T09:00:00-05:00,18.09,16.65,16.44,15.34
2023-08-12T10:00:00-05:00,22.05,19.41,18.06,18.05
2023-08-12T11:00:00-05:00,32.36,28.36,23.54,26.36
2023-08-12T12:00:00-05:00,37.32,36.63,25.78,33.41
2023-08-12T13:00:00-05:00,71.06,69.11,39.04,64.2
2023-08-12T14:00:00-05:00,157.59,148.05,74.6,137.74
2023-08-12T15:00:00-05:00,274.77,268.63,145.87,252.42
2023-08-12T16:00:00-05:00,376.59,370.84,197.84,349.34
2023-08-12T17:00:00-05:00,324.96,332.12,180.2,313.55
2023-08-12T18:00:00-05:00,288.91,319.01,167.26,303.02
2023-08-12T19:00:00-05:00,547.45,601.15,313.87,599.69
2023-08-12T20:00:00-05:00,197.37,214.92,126.03,220.71
2023-08-12T21:00:00-05:00,50.58,53.4,37.58,58.03
2023-08-12T22:00:00-05:00,36.49,36.78,32.22,42.59
2023-08-12T23:00:00-05:00,27.78,27.58,26.6,31.8
2023-08-13T00:00:00-05:00,27.05,26.87,26.68,29.2
2023-08-13T01:00:00-05:00,23.23,23.11,22.85,25.23
2023-08-13T02:00:00-05:00,22.36,22.23,22.11,24.81
2023-08-13T03:00:00-05:00,20.87,20.78,20.78,23.0
2023-08-13T04:00:00-05:00,19.04,18.96,18.99,20.58
2023-08-13T05:00:00-05:00,18.15,18.0,18.23,20.57
2023-08-13T06:00:00-05:00,17.13,16.98,17.19,19.0
2023-08-13T07:00:00-05:00,16.92,16.81,16.9,17.97
2023-08-13T08:00:00-05:00,16.39,16.13,16.34,15.93
2023-08-13T09:00:00-05:00,16.86,15.66,16.17,12.35
2023-08-13T10:00:00-05:00,19.79,18.16,17.78,14.19
2023-08-13T11:00:00-05:00,28.19,25.77,23.46,21.72
2023-08-13T12:00:00-05:00,37.28,34.51,28.56,30.58
2023-08-13T13:00:00-05:00,67.06,60.62,40.64,55.28
2023-08-13T14:00:00-05:00,138.48,119.96,63.49,109.15
2023-08-13T15:00:00-05:00,304.39,275.48,149.88,254.78
2023-08-13T16:00:00-05:00,398.0,378.87,211.2,354.27
2023-08-13T17:00:00-05:00,378.87,372.71,194.65,351.32
2023-08-13T18:00:00-05:00,363.0,389.02,210.54,373.04
2023-08-13T19:00:00-05:00,735.32,793.09,440.9,792.84
2023-08-13T20:00:00-05:00,274.57,297.59,163.17,303.14
2023-08-13T21:00:00-05:00,48.75,51.29,37.84,54.69
2023-08-13T22:00:00-05:00,32.62,32.71,30.38,37.33
2023-08-13T23:00:00-05:00,27.61,27.25,26.94,31.21
2023-08-14T00:00:00-05:00,25.44,24.93,25.45,29.29
2023-08-14T01:00:00-05:00,23.17,22.63,23.24,26.75
2023-08-14T02:00:00-05:00,20.69,20.19,20.94,24.72
2023-08-14T03:00:00-05:00,20.7,20.25,21.0,24.18
2023-08-14T04:00:00-05:00,21.23,20.59,21.67,25.66
2023-08-14T05:00:00-05:00,22.78,22.02,23.3,27.41
2023-08-14T06:00:00-05:00,24.09,23.19,24.74,29.8
2023-08-14T07:00:00-05:00,23.08,22.27,23.66,27.23
2023-08-14T08:00:00-05:00,21.07,19.8,22.07,19.25
2023-08-14T09:00:00-05:00,23.28,18.69,24.95,13.54
2023-08-14T10:00:00-05:00,33.12,26.08,29.84,21.6
2023-08-14T11:00:00-05:00,34.97,31.72,32.79,23.68
2023-08-14T12:00:00-05:00,46.37,36.68,42.08,25.9
2023-08-14T13:00:00-05:00,81.73,65.57,71.88,53.81
2023-08-14T14:00:00-05:00,206.02,152.49,164.83,139.29
2023-08-14T15:00:00-05:00,372.99,304.43,294.01,284.51
2023-08-14T16:00:00-05:00,442.1,376.96,310.63,343.25
2023-08-14T17:00:00-05:00,387.38,326.65,284.33,302.02
2023-08-14T18:00:00-05:00,389.33,393.79,300.21,377.51
2023-08-14T19:00:00-05:00,999.13,1031.27,834.78,1029.09
2023-08-14T20:00:00-05:00,310.59,322.69,256.01,327.41
2023-08-14T21:00:00-05:00,71.61,71.96,67.21,76.95
2023-08-14T22:00:00-05:00,35.24,34.89,34.89,37.69
2023-08-14T23:00:00-05:00,30.68,30.57,29.5,33.25
2023-08-15T00:00:00-05:00,27.69,27.46,27.88,30.6
2023-08-15T01:00:00-05:00,24.67,24.4,24.89,27.61
2023-08-15T02:00:00-05:00,23.39,23.08,23.65,26.53
2023-08-15T03:00:00-05:00,23.29,23.02,23.52,26.5
2023-08-15T04:00:00-05:00,23.11,22.85,23.34,26.54
2023-08-15T05:00:00-05:00,24.27,23.93,24.57,28.47
2023-08-15T06:00:00-05:00,25.49,25.18,25.75,29.03
2023-08-15T07:00:00-05:00,25.8,25.46,26.1,29.44
2023-08-15T08:00:00-05:00,24.33,24.31,24.58,24.6
2023-08-15T09:00:00-05:00,25.15,24.72,25.09,24.73
2023-08-15T10:00:00-05:00,33.52,29.87,31.08,30.05
2023-08-15T11:00:00-05:00,48.36,43.9,46.96,44.05
2023-08-15T12:00:00-05:00,56.06,52.13,57.53,51.74
2023-08-15T13:00:00-05:00,183.61,170.99,187.27,172.61
2023-08-15T14:00:00-05:00,438.2,404.05,430.41,404.65
2023-08-15T15:00:00-05:00,1098.71,1046.35,1063.97,1043.89
2023-08-15T16:00:00-05:00,1622.65,1562.78,1575.7,1559.99
2023-08-15T17:00:00-05:00,2060.4,2012.49,1980.4,2008.29
2023-08-15T18:00:00-05:00,2487.35,2501.25,2410.82,2500.0
2023-08-15T19:00:00-05:00,3278.27,3316.39,3075.83,3323.67
2023-08-15T20:00:00-05:00,1484.77,1497.09,1403.84,1516.25
2023-08-15T21:00:00-05:00,73.0,69.98,74.98,91.03
2023-08-15T22:00:00-05:00,34.15,32.44,36.52,48.99
2023-08-15T23:00:00-05:00,28.84,27.48,30.16,39.06
2023-08-16T00:00:00-05:00,25.34,24.37,26.06,31.87
2023-08-16T01:00:00-05:00,22.38,21.28,23.17,29.32
2023-08-16T02:00:00-05:00,19.95,19.05,20.6,25.69
2023-08-16T03:00:00-05:00,19.45,18.84,19.9,24.5
2023-08-16T04:00:00-05:00,18.99,18.41,19.43,24.17
2023-08-16T05:00:00-05:00,19.57,18.97,20.02,24.7
2023-08-16T06:00:00-05:00,19.57,18.98,20.03,24.16
2023-08-16T07:00:00-05:00,19.55,19.0,19.96,23.26
2023-08-16T08:00:00-05:00,19.11,18.99,19.31,19.62
2023-08-16T09:00:00-05:00,19.22,19.01,19.3,19.39
2023-08-16T10:00:00-05:00,22.01,20.06,23.85,20.93
2023-08-16T11:00:00-05:00,27.01,25.0,30.91,26.06
2023-08-16T12:00:00-05:00,31.22,30.3,39.72,32.1
2023-08-16T13:00:00-05:00,59.01,52.37,73.61,54.55
2023-08-16T14:00:00-05:00,115.5,104.33,138.16,105.57
2023-08-16T15:00:00-05:00,364.2,334.59,373.53,335.38
2023-08-16T16:00:00-05:00,531.52,499.97,529.13,498.0
2023-08-16T17:00:00-05:00,932.57,918.66,919.37,915.82
2023-08-16T18:00:00-05:00,1104.41,1123.55,1029.15,1126.41
2023-08-16T19:00:00-05:00,1961.19,2000.01,1769.14,2015.4
2023-08-16T20:00:00-05:00,578.16,587.23,537.12,608.7
2023-08-16T21:00:00-05:00,39.84,37.8,43.23,58.35
2023-08-16T22:00:00-05:00,26.17,24.66,27.58,41.41
2023-08-16T23:00:00-05:00,23.71,22.67,24.51,32.19
2023-08-17T00:00:00-05:00,19.02,17.95,19.78,25.19
2023-08-17T01:00:00-05:00,16.75,15.71,17.49,22.84
2023-08-17T02:00:00-05:00,16.05,15.09,16.73,22.14
2023-08-17T03:00:00-05:00,15.33,14.58,15.86,20.75
2023-08-17T04:00:00-05:00,15.62,14.97,16.09,20.94
2023-08-17T05:00:00-05:00,16.98,16.39,17.42,21.78
2023-08-17T06:00:00-05:00,17.54,17.0,17.95,22.01
2023-08-17T07:00:00-05:00,17.39,16.93,17.75,21.32
2023-08-17T08:00:00-05:00,17.71,17.54,17.91,18.88
2023-08-17T09:00:00-05:00,17.79,17.53,17.82,17.73
2023-08-17T10:00:00-05:00,24.51,22.15,22.95,22.38
2023-08-17T11:00:00-05:00,33.01,33.45,33.13,32.78
2023-08-17T12:00:00-05:00,51.17,54.95,51.55,51.61
2023-08-17T13:00:00-05:00,276.73,279.04,275.54,275.48
2023-08-17T14:00:00-05:00,813.77,821.23,796.5,808.09
2023-08-17T15:00:00-05:00,1911.47,1899.85,1822.86,1882.6
2023-08-17T16:00:00-05:00,2251.45,2243.89,2075.07,2224.57
2023-08-17T17:00:00-05:00,2608.57,2625.75,2376.07,2610.66
2023-08-17T18:00:00-05:00,2935.1,3018.87,2559.26,3021.22
2023-08-17T19:00:00-05:00,3254.59,3357.07,2767.75,3376.16
2023-08-17T20:00:00-05:00,1457.34,1516.99,1170.22,1544.44
2023-08-17T21:00:00-05:00,64.08,66.66,49.8,83.59
2023-08-17T22:00:00-05:00,36.17,35.21,32.42,50.08
2023-08-17T23:00:00-05:00,27.59,26.87,27.32,38.33
2023-08-18T00:00:00-05:00,24.44,24.06,24.06,28.18
2023-08-18T01:00:00-05:00,21.08,20.8,20.82,24.1
2023-08-18T02:00:00-05:00,18.87,18.53,18.76,22.35
2023-08-18T03:00:00-05:00,17.93,17.74,18.01,20.89
2023-08-18T04:00:00-05:00,18.77,18.58,18.85,21.61
2023-08-18T05:00:00-05:00,20.39,20.2,20.48,23.37
2023-08-18T06:00:00-05:00,20.21,19.99,20.4,23.76
2023-08-18T07:00:00-05:00,19.5,19.29,19.7,22.41
2023-08-18T08:00:00-05:00,18.47,18.44,18.53,18.6
2023-08-18T09:00:00-05:00,21.15,21.09,20.87,21.6
2023-08-18T10:00:00-05:00,29.56,29.42,28.99,30.19
2023-08-18T11:00:00-05:00,42.21,43.97,42.78,42.37
2023-08-18T12:00:00-05:00,73.05,79.99,72.72,73.72
2023-08-18T13:00:00-05:00,216.02,221.01,209.12,212.63
2023-08-18T14:00:00-05:00,636.69,641.86,611.12,622.21
2023-08-18T15:00:00-05:00,1106.56,1109.95,1040.68,1080.72
2023-08-18T16:00:00-05:00,929.78,937.74,808.36,909.24
2023-08-18T17:00:00-05:00,793.17,809.26,659.35,783.25
2023-08-18T18:00:00-05:00,713.69,764.17,520.46,747.32
2023-08-18T19:00:00-05:00,883.05,944.85,632.49,943.67
2023-08-18T20:00:00-05:00,307.97,323.45,238.51,335.54
2023-08-18T21:00:00-05:00,48.5,49.25,41.38,61.35
2023-08-18T22:00:00-05:00,32.82,31.95,31.95,40.66
2023-08-18T23:00:00-05:00,26.81,25.83,27.02,33.11
2023-08-19T00:00:00-05:00,22.85,21.92,23.41,26.65
2023-08-19T01:00:00-05:00,20.13,19.17,20.75,23.94
2023-08-19T02:00:00-05:00,17.73,16.77,18.36,21.76
2023-08-19T03:00:00-05:00,16.59,15.64,17.22,20.66
2023-08-19T04:00:00-05:00,16.71,15.87,17.28,20.73
2023-08-19T05:00:00-05:00,17.24,16.49,17.76,20.99
2023-08-19T06:00:00-05:00,15.75,14.96,16.29,19.71
2023-08-19T07:00:00-05:00,15.56,14.98,16.02,18.53
2023-08-19T08:00:00-05:00,15.57,15.48,15.63,15.89
2023-08-19T09:00:00-05:00,17.3,17.29,17.3,17.35
2023-08-19T10:00:00-05:00,21.11,21.02,21.02,21.09
2023-08-19T11:00:00-05:00,30.39,30.66,30.22,30.37
2023-08-19T12:00:00-05:00,40.97,41.93,41.04,41.2
2023-08-19T13:00:00-05:00,79.09,78.03,74.83,75.77
2023-08-19T14:00:00-05:00,132.44,129.95,115.93,121.63
2023-08-19T15:00:00-05:00,220.66,217.37,183.06,202.88
2023-08-19T16:00:00-05:00,284.29,282.4,237.7,263.35
2023-08-19T17:00:00-05:00,222.86,229.23,168.42,205.51
2023-08-19T18:00:00-05:00,242.74,263.64,177.0,247.7
2023-08-19T19:00:00-05:00,424.99,457.24,271.96,461.89
2023-08-19T20:00:00-05:00,175.49,188.8,118.85,197.9
2023-08-19T21:00:00-05:00,44.0,44.92,37.71,51.27
2023-08-19T22:00:00-05:00,35.9,35.49,35.42,39.37
2023-08-19T23:00:00-05:00,27.81,27.24,28.1,31.07
2023-08-20T00:00:00-05:00,23.05,22.38,23.48,26.42
2023-08-20T01:00:00-05:00,21.09,20.43,21.53,24.34
2023-08-20T02:00:00-05:00,19.76,19.14,20.19,23.02
2023-08-20T03:00:00-05:00,18.65,18.11,19.04,21.85
2023-08-20T04:00:00-05:00,18.24,17.72,18.61,21.72
2023-08-20T05:00:00-05:00,18.66,18.17,19.03,22.73
2023-08-20T06:00:00-05:00,16.39,15.88,16.8,20.57
2023-08-20T07:00:00-05:00,16.74,16.32,17.09,21.14
2023-08-20T08:00:00-05:00,16.83,16.81,16.85,16.94
2023-08-20T09:00:00-05:00,19.06,19.05,19.05,19.13
2023-08-20T10:00:00-05:00,22.83,22.87,22.77,22.98
2023-08-20T11:00:00-05:00,32.04,33.14,32.18,32.46
2023-08-20T12:00:00-05:00,45.43,47.1,45.49,45.89
2023-08-20T13:00:00-05:00,72.32,76.05,71.53,71.23
2023-08-20T14:00:00-05:00,108.25,106.45,103.23,96.95
2023-08-20T15:00:00-05:00,217.19,211.93,186.7,194.05
2023-08-20T16:00:00-05:00,262.24,262.38,213.49,235.06
2023-08-20T17:00:00-05:00,293.51,298.62,244.55,266.37
2023-08-20T18:00:00-05:00,312.25,330.92,258.92,305.8
2023-08-20T19:00:00-05:00,964.03,1008.16,756.97,1005.5
2023-08-20T20:00:00-05:00,658.56,681.6,556.25,692.0
2023-08-20T21:00:00-05:00,128.46,131.4,119.03,142.5
2023-08-20T22:00:00-05:00,59.34,59.37,58.44,65.25
2023-08-20T23:00:00-05:00,42.19,41.9,42.18,47.45
2023-08-21T00:00:00-05:00,44.53,44.03,45.11,50.53
2023-08-21T01:00:00-05:00,33.66,33.14,34.12,39.95
2023-08-21T02:00:00-05:00,31.82,31.17,32.37,38.53
2023-08-21T03:00:00-05:00,28.44,27.71,29.01,36.18
2023-08-21T04:00:00-05:00,29.73,29.02,30.33,38.45
2023-08-21T05:00:00-05:00,33.28,32.63,33.84,42.17
2023-08-21T06:00:00-05:00,29.28,28.45,29.97,38.38
2023-08-21T07:00:00-05:00,27.83,27.17,28.41,35.35
2023-08-21T08:00:00-05:00,25.51,25.36,25.65,27.65
2023-08-21T09:00:00-05:00,26.34,26.32,26.36,26.49
2023-08-21T10:00:00-05:00,35.66,35.87,35.91,35.86
2023-08-21T11:00:00-05:00,50.26,54.2,50.48,51.03
2023-08-21T12:00:00-05:00,35.18,43.44,34.88,36.51
2023-08-21T13:00:00-05:00,51.93,56.78,52.28,45.63
2023-08-21T14:00:00-05:00,88.66,92.06,74.72,63.27
2023-08-21T15:00:00-05:00,104.34,95.74,78.19,58.25
2023-08-21T16:00:00-05:00,113.96,109.35,88.16,66.79
2023-08-21T17:00:00-05:00,94.59,103.49,80.71,60.48
2023-08-21T18:00:00-05:00,109.81,122.94,94.53,81.84
2023-08-21T19:00:00-05:00,170.51,187.19,151.9,169.99
2023-08-21T20:00:00-05:00,119.73,124.83,118.01,126.0
2023-08-21T21:00:00-05:00,40.35,40.99,41.4,46.47
2023-08-21T22:00:00-05:00,44.53,44.07,45.32,50.43
2023-08-21T23:00:00-05:00,31.54,31.09,31.99,37.21
2023-08-22T00:00:00-05:00,30.31,29.35,31.11,39.63
2023-08-22T01:00:00-05:00,28.88,28.0,29.59,37.84
2023-08-22T02:00:00-05:00,26.78,25.84,27.35,36.65
2023-08-22T03:00:00-05:00,26.27,25.29,26.64,37.49
2023-08-22T04:00:00-05:00,25.94,24.96,25.88,38.17
2023-08-22T05:00:00-05:00,27.35,26.65,25.16,41.26
2023-08-22T06:00:00-05:00,28.4,27.88,23.13,48.06
2023-08-22T07:00:00-05:00,27.84,27.99,20.89,41.79
2023-08-22T08:00:00-05:00,25.37,26.34,17.42,29.11
2023-08-22T09:00:00-05:00,28.82,30.1,17.93,30.75
2023-08-22T10:00:00-05:00,41.23,41.81,24.16,41.4
2023-08-22T11:00:00-05:00,38.6,45.84,22.59,41.51
2023-08-22T12:00:00-05:00,53.94,60.24,25.34,52.03
